代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
000001.SH,上证综指,2016-08-04,2976.41,2982.86,2958.93,2982.43,153307.97,13393330400
000001.SH,上证综指,2016-08-05,2978.78,2991.68,2971.56,2976.7,161795.98,14185710400
000001.SH,上证综指,2016-08-08,2972.63,3004.72,2959.05,3004.28,172089.65,15572984000
000001.SH,上证综指,2016-08-09,3001.31,3025.91,2998.68,3025.68,187716.86,16999544000
000001.SH,上证综指,2016-08-10,3023.47,3033.2,3017.09,3018.75,184525.18,16467516800
000001.SH,上证综指,2016-08-11,3013.68,3038.05,3001.17,3002.64,179861.52,16187948800
000001.SH,上证综指,2016-08-12,3000.27,3051.05,2999.04,3050.67,179304.88,16817366400
000001.SH,上证综指,2016-08-15,3056.48,3137.48,3053.87,3125.2,327991.14,29761651200
000001.SH,上证综指,2016-08-16,3130.53,3140.44,3102.07,3110.04,308544.86,27832892800
000001.SH,上证综指,2016-08-17,3106.99,3114.26,3090.28,3109.56,243405.25,21383963200
000001.SH,上证综指,2016-08-18,3107.75,3125.58,3093.32,3104.11,256969.68,22935908800
000001.SH,上证综指,2016-08-19,3100.39,3113.34,3082.77,3108.1,212050.98,19434745600
000001.SH,上证综指,2016-08-22,3107.38,3112.74,3083.59,3084.81,207638.88,18538792000
000001.SH,上证综指,2016-08-23,3081.57,3101.11,3073.53,3089.71,179183.49,16136896000
000001.SH,上证综指,2016-08-24,3092.02,3097.15,3079.55,3085.88,168362.53,14570744000
000001.SH,上证综指,2016-08-25,3073.44,3073.44,3041.51,3068.33,200859.74,17403297600
000001.SH,上证综指,2016-08-26,3069.85,3087.65,3063.89,3070.31,176309.5,14966390400
000001.SH,上证综指,2016-08-29,3068.46,3074.94,3058.79,3070.03,166397.34,14450000000
000001.SH,上证综指,2016-08-30,3071.44,3082.99,3065.97,3074.68,163878.82,14043481600
000001.SH,上证综指,2016-08-31,3072.92,3087.7,3063.4,3085.49,168986.11,14136860800
000001.SH,上证综指,2016-09-01,3083.96,3088.7,3062.88,3063.31,177093.3,15519108800
000001.SH,上证综指,2016-09-02,3057.5,3072.53,3050.49,3067.35,170592.14,15044691200
000001.SH,上证综指,2016-09-05,3070.71,3085.49,3065.33,3072.1,161243.68,14496331200
000001.SH,上证综指,2016-09-06,3071.06,3095.51,3053.19,3090.71,193057.73,17290852800
000001.SH,上证综指,2016-09-07,3091.33,3105.68,3087.88,3091.93,207162.13,18695676800
000001.SH,上证综指,2016-09-08,3089.95,3096.78,3083.9,3095.95,165944.48,14588377600
000001.SH,上证综指,2016-09-09,3095.43,3101.79,3078.22,3078.86,182056.24,16069292800
000001.SH,上证综指,2016-09-12,3037.51,3040.95,2999.93,3021.98,221846.58,20601208000
000001.SH,上证综指,2016-09-13,3025.04,3029.72,3008.74,3023.51,152791.31,13538758400
000001.SH,上证综指,2016-09-14,3008.9,3017.95,2995.42,3002.85,148148.98,13341340000
000001.SH,上证综指,2016-09-19,3005.32,3026.65,3005.32,3026.05,133168.83,11922502400
000001.SH,上证综指,2016-09-20,3027.17,3027.82,3015.88,3023,139662.3,11892412000
000001.SH,上证综指,2016-09-21,3021.58,3032.45,3017.54,3025.87,134133.73,11572121600
000001.SH,上证综指,2016-09-22,3038.42,3054.44,3035.07,3042.31,159031.07,13930955200
000001.SH,上证综指,2016-09-23,3044.79,3046.81,3032.8,3033.9,147377.74,12559097600
000001.SH,上证综指,2016-09-26,3028.24,3028.24,2980.12,2980.43,162257.25,14433028800
000001.SH,上证综指,2016-09-27,2974.59,2998.23,2969.13,2998.17,133372.71,12170144800
000001.SH,上证综指,2016-09-28,3000.7,3000.7,2984.32,2987.86,116437.38,10462569600
000001.SH,上证综指,2016-09-29,2992.17,3009.2,2991.91,2998.48,122728.57,11321392000
000001.SH,上证综指,2016-09-30,2994.25,3009.2,2993.06,3004.7,112794.54,10133356000
000001.SH,上证综指,2016-10-10,3020.46,3048.24,3014.62,3048.14,175521.79,16005110400
000001.SH,上证综指,2016-10-11,3051.62,3066.1,3048.02,3065.25,183787.65,16727350400
000001.SH,上证综指,2016-10-12,3057.32,3060.51,3048.89,3058.5,159982.96,14249358400
000001.SH,上证综指,2016-10-13,3057.97,3065,3052.64,3061.35,166335.87,15475672000
000001.SH,上证综指,2016-10-14,3056.99,3064.79,3043.18,3063.81,163792.99,15537371200
000001.SH,上证综指,2016-10-17,3064.69,3068.81,3033.75,3041.17,180594.08,16373326400
000001.SH,上证综指,2016-10-18,3037.4,3084.19,3037.4,3083.88,196036.13,18204246400
000001.SH,上证综指,2016-10-19,3085.75,3096.22,3076.77,3084.72,197481.14,18247014400
000001.SH,上证综指,2016-10-20,3084.91,3089.68,3076.3,3084.46,177674.54,16069136000
000001.SH,上证综指,2016-10-21,3081.39,3101.85,3069.27,3090.94,201953.66,18738806400
000001.SH,上证综指,2016-10-24,3092.05,3137.03,3090.79,3128.25,250354.4,24052235200
000001.SH,上证综指,2016-10-25,3127.97,3132.51,3121.05,3131.94,220861.47,20338089600
000001.SH,上证综指,2016-10-26,3129.84,3129.84,3110.39,3116.31,215767.71,19166326400
000001.SH,上证综指,2016-10-27,3112.6,3114.76,3100.39,3112.35,182237.12,15800878400
000001.SH,上证综指,2016-10-28,3111.7,3128.64,3101.24,3104.27,212593.01,18177412800
000001.SH,上证综指,2016-10-31,3097.19,3102.3,3081.07,3100.49,178427.74,15150676800
000001.SH,上证综指,2016-11-01,3101.66,3122.62,3097.04,3122.44,195831.6,16023203200
000001.SH,上证综指,2016-11-02,3115.73,3118.98,3099.82,3102.73,221676.54,18272206400
000001.SH,上证综指,2016-11-03,3096.77,3140.93,3094.1,3128.94,265820.37,22298625600
000001.SH,上证综指,2016-11-04,3126.35,3141.33,3119.54,3125.32,239043.26,19768320000
000001.SH,上证综指,2016-11-07,3124.89,3139.2,3117.1,3133.33,210602.32,17941849600
000001.SH,上证综指,2016-11-08,3140.94,3156.88,3134.96,3147.89,221585.12,19084697600
000001.SH,上证综指,2016-11-09,3146.08,3146.95,3096.95,3128.37,277229.41,24111496000
000001.SH,上证综指,2016-11-10,3148.54,3172.31,3148.54,3171.28,285992.8,24419260800
000001.SH,上证综指,2016-11-11,3169.4,3202.74,3166.07,3196.04,343773.95,31085459200
000001.SH,上证综指,2016-11-14,3187.71,3221.46,3186.8,3210.37,346974.62,32960832000
000001.SH,上证综指,2016-11-15,3209.96,3214.29,3195.04,3206.99,267003.87,24088635200
000001.SH,上证综指,2016-11-16,3208.5,3210.89,3195.41,3205.06,244854.51,22176699200
000001.SH,上证综指,2016-11-17,3198.5,3211.05,3187.21,3208.45,226775.86,21420624000
000001.SH,上证综指,2016-11-18,3207.19,3212.39,3187.5,3192.86,235352.06,20982664000
000001.SH,上证综指,2016-11-21,3188.5,3229.76,3188.28,3218.15,263177.81,23065284800
000001.SH,上证综指,2016-11-22,3220.98,3249.68,3220.98,3248.35,292484.83,26163155200
000001.SH,上证综指,2016-11-23,3247.95,3262.88,3231.59,3241.14,277942.46,24995958400
000001.SH,上证综指,2016-11-24,3237.43,3257.86,3232.87,3241.74,267224.72,23232452800
000001.SH,上证综指,2016-11-25,3241.24,3262.44,3209.6,3261.94,259117.04,23392160000
000001.SH,上证综指,2016-11-28,3270.05,3288.34,3267.67,3277,300460.16,28155126400
000001.SH,上证综指,2016-11-29,3269.23,3301.21,3263.4,3282.92,348149.34,32083628800
000001.SH,上证综指,2016-11-30,3272.14,3277.27,3239.52,3250.03,262808.74,24357604800
000001.SH,上证综指,2016-12-01,3257.03,3279.67,3256.26,3273.31,261553.94,23775987200
000001.SH,上证综指,2016-12-02,3270.12,3279.71,3235.28,3243.84,281559.1,25956720000
000001.SH,上证综指,2016-12-05,3203.78,3219.52,3194.88,3204.71,238598.03,22301040000
000001.SH,上证综指,2016-12-06,3202.03,3215.31,3196.53,3199.65,177170.16,15757268800
000001.SH,上证综指,2016-12-07,3198.48,3222.43,3189.49,3222.24,189443.84,16907284800
000001.SH,上证综指,2016-12-08,3225.55,3228.12,3211.47,3215.37,197802.06,17071017600
000001.SH,上证综指,2016-12-09,3209.34,3244.8,3207.04,3232.88,226387.15,20402395200
000001.SH,上证综指,2016-12-12,3233.67,3245.1,3149.9,3152.97,294260.13,27470844800
000001.SH,上证综指,2016-12-13,3138.99,3162.5,3118.71,3155.04,203175.46,18516449600
000001.SH,上证综指,2016-12-14,3149.38,3170.02,3136.35,3140.53,219206.16,20135888000
000001.SH,上证综指,2016-12-15,3125.76,3138.78,3100.91,3117.68,212863.23,18999062400
000001.SH,上证综指,2016-12-16,3111.52,3128.87,3106.35,3122.98,189844.75,16498870400
000001.SH,上证综指,2016-12-19,3120.7,3125.28,3110.08,3118.08,174500.24,15416971200
000001.SH,上证综指,2016-12-20,3115.9,3117.01,3084.8,3102.88,171611.89,15742675200
000001.SH,上证综指,2016-12-21,3107.24,3140.25,3107.24,3137.43,204247.81,18670660800
000001.SH,上证综指,2016-12-22,3132.16,3143.17,3126.89,3139.56,185981.55,16780499200
000001.SH,上证综指,2016-12-23,3134.93,3138.4,3103.75,3110.15,189281.18,16617676800
000001.SH,上证综指,2016-12-26,3095.58,3122.88,3068.42,3122.57,170555.62,15257188800
000001.SH,上证综指,2016-12-27,3117.39,3127.88,3113.75,3114.66,162193.9,14152894400
000001.SH,上证综指,2016-12-28,3113.77,3118.78,3094.55,3102.24,154329.65,13572708800
000001.SH,上证综指,2016-12-29,3095.84,3111.8,3087.34,3096.1,149919.18,13262329600
000001.SH,上证综指,2016-12-30,3097.35,3108.84,3089.99,3103.64,151732.78,13326712800
000001.SH,上证综指,2017-01-03,3105.31,3136.46,3105.31,3135.92,159887.14,14156718400
000001.SH,上证综指,2017-01-04,3133.79,3160.1,3130.11,3158.79,195914.29,16786084800
000001.SH,上证综指,2017-01-05,3157.91,3168.5,3154.28,3165.41,199692.03,17472764800
000001.SH,上证综指,2017-01-06,3163.78,3172.03,3153.03,3154.32,207296.03,18370896000
000001.SH,上证综指,2017-01-09,3148.53,3173.14,3147.74,3171.24,192110.58,17171408000
000001.SH,上证综指,2017-01-10,3167.57,3174.58,3157.33,3161.67,194963.22,17975921600
000001.SH,上证综指,2017-01-11,3156.69,3167.03,3136.27,3136.75,189186.46,17836222400
000001.SH,上证综指,2017-01-12,3133.6,3144.97,3115.98,3119.29,161922.3,14888924800
000001.SH,上证综指,2017-01-13,3116.08,3130.51,3102.16,3112.76,174438.56,15627420800
000001.SH,上证综指,2017-01-16,3104.49,3105.14,3044.29,3103.43,262826.05,25788600000
000001.SH,上证综指,2017-01-17,3087.03,3108.91,3072.34,3108.77,154757.55,13615785600
000001.SH,上证综指,2017-01-18,3104.77,3123.72,3098.59,3113.01,144546.72,13178012800
000001.SH,上证综指,2017-01-19,3104.97,3115.78,3094.01,3101.3,139280.46,12385142400
000001.SH,上证综指,2017-01-20,3095.82,3125.66,3095.21,3123.14,141471.81,12236677600
000001.SH,上证综指,2017-01-23,3125.42,3145.84,3125.42,3136.78,148145.73,13266039200
000001.SH,上证综指,2017-01-24,3134.59,3149.53,3131.22,3142.55,134553.86,12597388000
000001.SH,上证综指,2017-01-25,3137.65,3151.47,3133.19,3149.55,126765.83,11207382400
000001.SH,上证综指,2017-01-26,3149.22,3163.1,3148.91,3159.17,125013.19,11387676800
000001.SH,上证综指,2017-02-03,3160.08,3162.68,3136.01,3140.17,108023.66,9222473600
000001.SH,上证综指,2017-02-06,3143.09,3158.84,3135.39,3156.98,150067.7,12719828000
000001.SH,上证综指,2017-02-07,3154.4,3159.54,3140.04,3153.09,152559.09,12833744000
000001.SH,上证综指,2017-02-08,3148.09,3167.45,3132.03,3166.98,170854.13,14492019200
000001.SH,上证综指,2017-02-09,3164.69,3186.84,3162.57,3183.18,209723.15,19164032000
000001.SH,上证综指,2017-02-10,3183.01,3205.05,3182.8,3196.7,245772.16,23934891200
000001.SH,上证综指,2017-02-13,3198.99,3219.41,3198.99,3216.84,236158.77,22019150400
000001.SH,上证综指,2017-02-14,3216.14,3219.4,3205.29,3217.93,204253.82,18879808000
000001.SH,上证综指,2017-02-15,3215.46,3236,3206.56,3212.99,257965.25,24150771200
000001.SH,上证综指,2017-02-16,3210.36,3230.28,3207.79,3229.62,226587.62,21695593600
000001.SH,上证综指,2017-02-17,3227.71,3238.4,3199.42,3202.08,248572.75,22622817600
000001.SH,上证综指,2017-02-20,3198.96,3241.46,3198.96,3239.96,250276.13,23215209600
000001.SH,上证综指,2017-02-21,3242.22,3254.34,3239.88,3253.33,233551.17,21167307200
000001.SH,上证综指,2017-02-22,3252.69,3261.38,3243.84,3261.22,234815.33,20745377600
000001.SH,上证综指,2017-02-23,3258.83,3264.08,3236.36,3251.38,236822.58,20917980800
000001.SH,上证综指,2017-02-24,3246.86,3253.96,3233.54,3253.43,213839.04,18640636800
000001.SH,上证综指,2017-02-27,3249.19,3251.65,3224.09,3228.66,211395.71,18258107200
000001.SH,上证综指,2017-02-28,3225.97,3242.68,3225.97,3241.73,186019.3,15124432000
000001.SH,上证综指,2017-03-01,3240.07,3259.98,3237.87,3246.93,225940.96,19067755200
000001.SH,上证综指,2017-03-02,3250.52,3256.81,3228.66,3230.03,223043.95,18121507200
000001.SH,上证综指,2017-03-03,3219.2,3221.16,3206.61,3218.31,192707.92,15708236800
000001.SH,上证综指,2017-03-06,3217.33,3234.66,3215.07,3233.87,193769.17,15609216000
000001.SH,上证综指,2017-03-07,3233.09,3242.66,3226.82,3242.41,209931.22,16406424000
000001.SH,上证综指,2017-03-08,3240.53,3245.3,3230.61,3240.66,198225.78,16073139200
000001.SH,上证综指,2017-03-09,3233.7,3233.88,3205.28,3216.75,199217.65,16737110400
000001.SH,上证综指,2017-03-10,3213.73,3222.32,3208.45,3212.76,173663.17,13667273600
000001.SH,上证综指,2017-03-13,3209.45,3237.12,3193.16,3237.02,206919.74,16367376000
000001.SH,上证综指,2017-03-14,3235.25,3246.33,3231.52,3239.33,191535.12,14694601600
000001.SH,上证综指,2017-03-15,3235.4,3243.71,3227.74,3241.76,185727.25,14405568000
000001.SH,上证综指,2017-03-16,3247.16,3269.77,3247.16,3268.94,244508.35,18941600000
000001.SH,上证综指,2017-03-17,3271.87,3274.19,3232.28,3237.45,262184.05,20058321600
000001.SH,上证综指,2017-03-20,3241.11,3251.13,3228.12,3250.81,213951.76,17054843200
000001.SH,上证综指,2017-03-21,3250.25,3262.22,3246.7,3261.61,219121.26,16271931200
000001.SH,上证综指,2017-03-22,3246.22,3255.78,3229.13,3245.22,244545.46,18973164800
000001.SH,上证综指,2017-03-23,3245.81,3262.09,3221.93,3248.55,258246.69,19302915200
000001.SH,上证综指,2017-03-24,3247.35,3275.21,3241.12,3269.45,267094.16,21977792000
000001.SH,上证综指,2017-03-27,3268.92,3283.24,3262.12,3266.96,249185.54,20185267200
000001.SH,上证综指,2017-03-28,3265.63,3265.63,3246.09,3252.95,203452.48,16171001600
000001.SH,上证综指,2017-03-29,3252.87,3262.1,3233.28,3241.31,245371.86,21610556800
000001.SH,上证综指,2017-03-30,3235.14,3240.02,3195.85,3210.24,265694.86,24713547200
000001.SH,上证综指,2017-03-31,3206.25,3226.25,3205.54,3222.51,214036.16,19644292800
000001.SH,上证综指,2017-04-05,3235.66,3270.65,3233.24,3270.31,273201.15,24832020800
000001.SH,上证综指,2017-04-06,3272.19,3286.67,3265.76,3281,262335.58,24528800000
000001.SH,上证综指,2017-04-07,3280.62,3295.19,3275.05,3286.62,266738.32,23610894400
000001.SH,上证综指,2017-04-10,3285.46,3285.46,3265.01,3269.39,279415.2,23269462400
000001.SH,上证综指,2017-04-11,3266.22,3290.39,3244.4,3288.97,326622.4,28128124800
000001.SH,上证综指,2017-04-12,3283.84,3284.93,3262.28,3273.83,311505.54,26938179200
000001.SH,上证综指,2017-04-13,3265.22,3281.14,3261.49,3275.96,223287.22,20734688000
000001.SH,上证综指,2017-04-14,3276.14,3276.71,3238.9,3246.07,224106.67,21450856000
000001.SH,上证综指,2017-04-17,3229.95,3229.95,3199.91,3222.17,227214.69,21273718400
000001.SH,上证综指,2017-04-18,3215.4,3225.05,3196.49,3196.71,211866.77,18866136000
000001.SH,上证综指,2017-04-19,3184.67,3189.44,3147.07,3170.69,225806.06,21323808000
000001.SH,上证综指,2017-04-20,3165.67,3178.18,3148.18,3172.1,220098.24,19087398400
000001.SH,上证综指,2017-04-21,3170.29,3180.79,3158.63,3173.15,184131.44,16476174400
000001.SH,上证综指,2017-04-24,3164.25,3164.25,3111.21,3129.53,197845.25,18627744000
000001.SH,上证综指,2017-04-25,3123.89,3145.27,3117.45,3134.57,174129.25,15341830400
000001.SH,上证综指,2017-04-26,3132.92,3152.95,3131.42,3140.85,197112.88,16987811200
000001.SH,上证综指,2017-04-27,3131.35,3155,3097.33,3152.19,235748.32,21179307200
000001.SH,上证综指,2017-04-28,3144.02,3154.73,3136.58,3154.66,183195.78,16288990400
000001.SH,上证综指,2017-05-02,3147.23,3154.78,3136.54,3143.71,176389.92,15422296000
000001.SH,上证综指,2017-05-03,3138.31,3148.29,3123.75,3135.35,190236.61,16376392000
000001.SH,上证综指,2017-05-04,3127.11,3143.82,3111.39,3127.37,200170.85,17796748800
000001.SH,上证综指,2017-05-05,3114.77,3117.61,3092.09,3103.04,200273.9,17621364800
000001.SH,上证综指,2017-05-08,3090.07,3093.45,3067.69,3078.61,198171.7,18052691200
000001.SH,上证综指,2017-05-09,3064.85,3084.21,3056.56,3080.53,152795.9,13506667200
000001.SH,上证综指,2017-05-10,3078.17,3090.82,3051.59,3052.79,181624.14,16079444800
000001.SH,上证综指,2017-05-11,3036.79,3063.56,3016.53,3061.5,197604.06,19134190400
000001.SH,上证综指,2017-05-12,3054.11,3090.49,3051.87,3083.51,175107.25,15968409600
000001.SH,上证综指,2017-05-15,3085.93,3098.91,3085.93,3090.23,158269.6,13566073600
000001.SH,上证综指,2017-05-16,3082.87,3113.51,3060.53,3112.96,193292.11,17377556800
000001.SH,上证综指,2017-05-17,3107.8,3119.58,3101.3,3104.44,194560.59,16867416000
000001.SH,上证综指,2017-05-18,3082.33,3103.44,3077.96,3090.14,168149.52,14862003200
000001.SH,上证综指,2017-05-19,3086.71,3095.48,3081.28,3090.63,150164.22,12963523200
000001.SH,上证综指,2017-05-22,3087.17,3103.94,3063.15,3075.68,170340.98,15368372800
000001.SH,上证综指,2017-05-23,3069.39,3084.24,3050.84,3061.95,195073.65,17831059200
000001.SH,上证综指,2017-05-24,3047.57,3064.81,3022.3,3064.08,152669.2,13981336000
000001.SH,上证综指,2017-05-25,3055.34,3114.66,3052.83,3107.83,201910.13,19139184000
000001.SH,上证综指,2017-05-26,3101.29,3120.66,3100.39,3110.06,171327.39,15592348800
000001.SH,上证综指,2017-05-31,3125.33,3143.28,3111.56,3117.18,177913.31,15295043200
000001.SH,上证综指,2017-06-01,3108.42,3113.52,3097.68,3102.62,180782.62,16301571200
000001.SH,上证综指,2017-06-02,3094.23,3110.39,3081.85,3105.54,154454.35,14250492800
000001.SH,上证综指,2017-06-05,3102.11,3105.51,3084.83,3091.66,143429.81,13257030400
000001.SH,上证综指,2017-06-06,3084.54,3102.86,3078.79,3102.13,127804.62,11343996000
000001.SH,上证综指,2017-06-07,3101.76,3140.77,3098.95,3140.33,194287.95,17322900800
000001.SH,上证综指,2017-06-08,3136.47,3153.26,3132.83,3150.33,178894.3,15227766400
000001.SH,上证综指,2017-06-09,3147.45,3165.92,3146.11,3158.4,181584.88,16013633600
000001.SH,上证综指,2017-06-12,3149.53,3164.95,3135.31,3139.88,169392.91,14672942400
000001.SH,上证综指,2017-06-13,3134.01,3155.99,3131.04,3153.74,148457.87,12831828000
000001.SH,上证综指,2017-06-14,3146.75,3149.17,3125.35,3130.67,160641.23,13834704000
000001.SH,上证综指,2017-06-15,3125.59,3137.59,3117.08,3132.49,171124.53,14695424000
000001.SH,上证综指,2017-06-16,3126.37,3134.25,3117.86,3123.17,149215.47,12965276000
000001.SH,上证综指,2017-06-19,3122.16,3146.77,3121.78,3144.37,151741.79,13489176000
000001.SH,上证综指,2017-06-20,3148.02,3150.46,3134.61,3140.01,162498.02,14119180800
000001.SH,上证综指,2017-06-21,3148.99,3157.03,3132.62,3156.21,167048.21,13668827200
000001.SH,上证综指,2017-06-22,3152.24,3186.98,3146.64,3147.45,220438.43,19134400000
000001.SH,上证综指,2017-06-23,3138.44,3158.05,3118.09,3157.87,175568.53,15484364800
000001.SH,上证综指,2017-06-26,3157,3187.89,3156.98,3185.44,200419.3,17357921600
000001.SH,上证综指,2017-06-27,3183.42,3193.46,3172.46,3191.2,167523.81,14820120000
000001.SH,上证综指,2017-06-28,3183.63,3193.44,3170.79,3173.2,162081.1,14651672000
000001.SH,上证综指,2017-06-29,3174.98,3188.77,3174.28,3188.06,147249.79,12875547200
000001.SH,上证综指,2017-06-30,3176.95,3193.24,3171.57,3192.43,143195.6,12146454400
000001.SH,上证综指,2017-07-03,3192,3196.29,3177.02,3195.91,156575.79,14030571200
000001.SH,上证综指,2017-07-04,3192.89,3193.06,3174.31,3182.8,161454.56,14111496000
000001.SH,上证综指,2017-07-05,3179.22,3207.31,3174.71,3207.13,173554.02,14829648000
000001.SH,上证综指,2017-07-06,3203.86,3215.95,3188.77,3212.44,202209.62,17580928000
000001.SH,上证综指,2017-07-07,3203.82,3219.52,3195.29,3217.96,201938.32,17671542400
000001.SH,上证综指,2017-07-10,3208.46,3223.34,3203.21,3212.63,222828.3,19892801600
000001.SH,上证综指,2017-07-11,3201.52,3226.91,3199.22,3203.04,205493.36,18783726400
000001.SH,上证综指,2017-07-12,3201.93,3215.2,3177.93,3197.54,201799.62,18690088000
000001.SH,上证综指,2017-07-13,3192.36,3219.27,3190.34,3218.16,210820.9,19530361600
000001.SH,上证综指,2017-07-14,3212.03,3222.98,3204.85,3222.42,174312.14,16012676800
000001.SH,上证综指,2017-07-17,3219.79,3230.35,3139.5,3176.47,274653.25,26620528000
000001.SH,上证综指,2017-07-18,3159.73,3187.67,3150.13,3187.57,196452.37,19062305600
000001.SH,上证综指,2017-07-19,3181.4,3232.94,3179.73,3230.98,269771.01,27242073600
000001.SH,上证综指,2017-07-20,3227.51,3246.24,3225.43,3244.86,245825.42,23210838400
000001.SH,上证综指,2017-07-21,3236.59,3247.71,3231.96,3237.98,221956.91,20600324800
000001.SH,上证综指,2017-07-24,3230.9,3261.1,3230.07,3250.6,250631.2,23305640000
000001.SH,上证综指,2017-07-25,3249.14,3261.65,3233.14,3243.69,213405.5,20557387200
000001.SH,上证综指,2017-07-26,3244.46,3264.85,3228.04,3247.67,228460.51,21354200000
000001.SH,上证综指,2017-07-27,3243.77,3251.93,3220.64,3249.78,242572.08,22848595200
000001.SH,上证综指,2017-07-28,3240.17,3256.37,3232.96,3253.24,198428.58,18222688000
000001.SH,上证综指,2017-07-31,3252.75,3276.95,3251.19,3273.03,253525.92,24603944000
000001.SH,上证综指,2017-08-01,3274.37,3292.64,3273.5,3292.64,256419.94,23719459200
000001.SH,上证综指,2017-08-02,3288.52,3305.43,3282.04,3285.06,279352.35,26673062400
000001.SH,上证综指,2017-08-03,3279.99,3293.37,3262.16,3272.93,243549.54,23327700800
000001.SH,上证综指,2017-08-04,3269.32,3287.19,3261.31,3262.08,285634.75,27590633600
000001.SH,上证综指,2017-08-07,3257.67,3280.1,3243.72,3279.46,231874.37,23117337600
000001.SH,上证综指,2017-08-08,3277.19,3285.48,3269.66,3281.87,255770.19,25204353600
000001.SH,上证综指,2017-08-09,3277.81,3277.94,3263.85,3275.57,237815.12,23559790400
000001.SH,上证综指,2017-08-10,3269.73,3282.52,3236.18,3261.75,251854.03,24068462400
000001.SH,上证综指,2017-08-11,3237.92,3245.12,3200.75,3208.54,266998.26,26296299200
000001.SH,上证综指,2017-08-14,3206.04,3240.05,3206.04,3237.36,209096.08,19034680000
000001.SH,上证综指,2017-08-15,3235.23,3263.59,3235.1,3251.26,204595.86,18229800000
000001.SH,上证综指,2017-08-16,3247.85,3248.79,3228.87,3246.45,200832.53,17685204800
000001.SH,上证综指,2017-08-17,3253.85,3269.14,3251.46,3268.43,228376.94,20362254400
000001.SH,上证综指,2017-08-18,3253.24,3275.08,3248.08,3268.72,218437.74,19112248000
000001.SH,上证综指,2017-08-21,3274.58,3287.52,3270.48,3286.91,209718.59,18612248000
000001.SH,上证综指,2017-08-22,3287.61,3293.48,3274.94,3290.23,222927.49,18653798400
000001.SH,上证综指,2017-08-23,3283.8,3299.46,3274.44,3287.7,204330.42,17983220800
000001.SH,上证综指,2017-08-24,3287.96,3297.99,3266.36,3271.51,186245.06,16346894400
000001.SH,上证综指,2017-08-25,3271.46,3331.91,3271.46,3331.52,227141.02,20583948800
000001.SH,上证综指,2017-08-28,3336.13,3375.03,3336.13,3362.65,305319.87,25746144000
000001.SH,上证综指,2017-08-29,3362.06,3374.59,3354.46,3365.23,268916.1,21950452800
000001.SH,上证综指,2017-08-30,3361.82,3376.65,3357.08,3363.63,279640.8,24686331200
000001.SH,上证综指,2017-08-31,3361.46,3367.36,3340.69,3360.81,269133.12,23441977600
000001.SH,上证综指,2017-09-01,3365.99,3381.93,3358.47,3367.12,313722.08,28249760000
000001.SH,上证综指,2017-09-04,3369.72,3381.4,3359.13,3379.58,296348.45,26742785600
000001.SH,上证综指,2017-09-05,3377.2,3390.82,3371.57,3384.32,245596.61,21655294400
000001.SH,上证综指,2017-09-06,3372.43,3391.01,3364.76,3385.39,262034.66,22909078400
000001.SH,上证综指,2017-09-07,3383.63,3387.8,3363.18,3365.5,264037.02,22111868800
000001.SH,上证综指,2017-09-08,3364.43,3380.89,3353.69,3365.24,235160.22,19840518400
000001.SH,上证综指,2017-09-11,3365.35,3384.81,3360.05,3376.42,256888.82,21901102400
000001.SH,上证综指,2017-09-12,3381.49,3391.07,3370.85,3379.49,325024.96,27291030400
000001.SH,上证综指,2017-09-13,3374.72,3387.14,3366.54,3384.15,230733.41,19455072000
000001.SH,上证综指,2017-09-14,3383.47,3391.64,3361.33,3371.43,256744.42,22130648000
000001.SH,上证综指,2017-09-15,3365.15,3365.53,3345.33,3353.62,252910.69,21976582400
000001.SH,上证综指,2017-09-18,3352.51,3371.75,3352.51,3362.86,227938.64,19031968000
000001.SH,上证综指,2017-09-19,3365.53,3370.4,3344.71,3356.84,220728.74,19112969600
000001.SH,上证综指,2017-09-20,3352.18,3370.1,3346.54,3366,225839.07,19219665600
000001.SH,上证综指,2017-09-21,3364.7,3377.88,3356.88,3357.81,231946.13,19744868800
000001.SH,上证综指,2017-09-22,3347.16,3356.45,3334.98,3352.53,206583.47,17923400000
000001.SH,上证综指,2017-09-25,3344.59,3350.96,3334.94,3341.55,202401.7,16962129600
000001.SH,上证综指,2017-09-26,3336.35,3347.16,3332.6,3343.58,159039.63,13262859200
000001.SH,上证综指,2017-09-27,3340.82,3349.69,3340.3,3345.27,168981.34,14308694400
000001.SH,上证综指,2017-09-28,3343.84,3344.6,3336.18,3339.64,181955.63,14944430400
000001.SH,上证综指,2017-09-29,3340.31,3357.02,3340.31,3348.94,175892.82,14486244800
000001.SH,上证综指,2017-10-09,3403.25,3410.17,3366.97,3374.38,227440.59,19173606400
000001.SH,上证综指,2017-10-10,3373.34,3384.03,3358.8,3382.99,231148.61,17942384000
000001.SH,上证综指,2017-10-11,3381.49,3395.78,3379.16,3388.28,231154.51,18147670400
000001.SH,上证综指,2017-10-12,3385.53,3390.2,3372.53,3386.1,201667.87,16180937600
000001.SH,上证综指,2017-10-13,3384.49,3395.75,3383.24,3390.52,181118.46,13995476800
000001.SH,上证综指,2017-10-16,3393.21,3400.51,3374.77,3378.47,221650.69,17433062400
000001.SH,上证综指,2017-10-17,3373.23,3382.41,3365.56,3372.04,162910.83,12538172800
